# cycle	P.putida	Synechococcus	co2_e	C80aPHA_e	nh4_e	sucr_e
961.0	0.1	0.26090333318	356.97611382	19.2	0.0	0.006507919257
962.0	0.1	0.26149121776	357.22419406	19.22	0.0	0.0065225833294999995
963.0	0.1	0.262080427	357.47215731	19.24	0.0	0.006537280444
964.0	0.1	0.26267096389	357.72000330000003	19.26	0.0	0.006552010675100001
965.0	0.1	0.26326283142	357.96773178	19.28	0.0	0.006566774097300001
966.0	0.1	0.26385603258	358.21534248	19.3	0.0	0.0065815707854
967.0	0.1	0.26445057038	358.46283513	19.32	0.0	0.0065964008144
968.0	0.1	0.26504644783	358.71020946	19.34	0.0	0.0066112642594
969.0	0.1	0.26564366795	358.95746522	19.36	0.0	0.0066261611957
970.0	0.1	0.26624223377	359.20460213	19.38	0.0	0.0066410916987
971.0	0.1	0.26684214831	359.45161993	19.4	0.0	0.0066560558442
972.0	0.1	0.26744341462	359.69851834	19.42	0.0	0.0066710537078
973.0	0.1	0.26804603575	359.94529710000006	19.44	0.0	0.0066860853656
974.0	0.1	0.26865001474	360.19195594	19.46	0.0	0.0067011508937
975.0	0.1	0.26925535466	360.43849459	19.48	0.0	0.0067162503685000005
976.0	0.1	0.26986205856	360.68491277	19.5	0.0	0.006731383866399999
977.0	0.1	0.27047012954	360.93121022	19.52	0.0	0.0067465514641000006
978.0	0.1	0.27107957066	361.17738666	19.54	0.0	0.0067617532384
979.0	0.1	0.27169038501	361.42344183	19.56	0.0	0.0067769892664
980.0	0.1	0.27230257569	361.66937544	19.58	0.0	0.0067922596251999996
981.0	0.1	0.27291614579	361.91518723	19.6	0.0	0.0068075643920999995
982.0	0.1	0.27353109844	362.16087692	19.62	0.0	0.0068229036448
983.0	0.1	0.27414743673	362.40644423	19.64	0.0	0.006838277460899999
984.0	0.1	0.2747651638	362.65188889	19.66	0.0	0.0068536859183
985.0	0.1	0.27538428277	362.89721062	19.68	0.0	0.006869129095
986.0	0.1	0.27600479679	363.14240915	19.7	0.0	0.0068846070694
987.0	0.1	0.27662670898	363.38748419	19.72	0.0	0.0069001199197
988.0	0.1	0.27725002251	363.63243548	19.74	0.0	0.0069156677246
989.0	0.1	0.27787474053	363.87726273	19.76	0.0	0.0069312505628
990.0	0.1	0.27850086621	364.12196565	19.78	0.0	0.0069468685133
991.0	0.1	0.27912840271	364.36654398	19.8	0.0	0.0069625216552
992.0	0.1	0.27975735322	364.61099743	19.82	0.0	0.0069782100678
993.0	0.1	0.28038772093	364.85532571	19.84	0.0	0.0069939338306
994.0	0.1	0.28101950901	365.09952856	19.86	0.0	0.0070096930231
995.0	0.1	0.28165272069	365.34360568	19.88	0.0	0.007025487725399999
996.0	0.1	0.28228735916	365.58755678	19.9	0.0	0.0070413180172
997.0	0.1	0.28292342764	365.8313816	19.92	0.0	0.007057183979
998.0	0.1	0.28356092935	366.07507984	19.94	0.0	0.007073085691
999.0	0.1	0.28419986752	0.0	0.0	0.0	0.0
