# cycle	R.palustris	Synechococcus	co2_e	h2_e	n2_e	sucr_e
0.0	0.1	0.23	100.0	0.0	28.0	0.0
1.0	0.10047989942	0.23026442915	99.95653	0.001939681776	27.998060318	0.006670000000000001
2.0	0.10104757332	0.23052916232	99.91108171100001	0.0042341348767	27.995765865	0.009184025954299999
3.0	0.10161845436	0.23079419985	99.865582854	0.0065415507803	27.993458449000002	0.011682206145999999
4.0	0.10219256067	0.23105954209	99.820033382	0.008862002721899999	27.991137997	0.014164416503999999
5.0	0.10276991046	0.23132518939	99.774433246	0.011195564350000001	27.988804436	0.016630532219999997
6.0	0.10335052206	0.2315911421	99.728782397	0.013542309730000002	27.98645769	0.019080427737
7.0	0.10393441391	0.23185740058	99.683080786	0.015902313344	27.984097687	0.021513976749999997
8.0	0.10452160452	0.23212396517	99.637328365	0.018275650097	27.98172435	0.023931052203
9.0	0.10511211254	0.23239083623	99.591525085	0.020662395317	27.979337605	0.026331526279
10.0	0.10570595671	0.23265801411	99.545670898	0.023062624755	27.976937375	0.0287152704
